bot,verified,geo_enabled,default_profile,has_description,len_en,followers,friends,listed_count,likes,tweets,cat_followers,cat_friends,cat_listed_count,cat_likes,cat_tweets
1,0.0,0.0,1.0,0,1,0,0,0,0,23,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,9,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,32,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,13,1,1,1,1,2
1,0.0,0.0,1.0,1,1,0,4,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,1,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,19,0,0,1,1,2,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,11,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,1,1,16,21,0,4,680,2,2,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,9,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,2,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,20,1,1,1,1,2
1,0.0,0.0,1.0,1,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,20,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,8,434,1,128,319,1,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,9,1,1,1,1,1
1,0.0,0.0,0.0,1,1,4,31,0,45,3,1,2,1,2,1
1,0.0,0.0,1.0,0,1,0,0,0,0,9,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,3,207,0,43,155,1,3,1,2,3
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,2,38,0,21,60,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,11,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,8,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,13,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,148,0,29,36,1,3,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,10,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,4,0,0,8,1,1,1,1,1
1,0.0,0.0,1.0,1,1,87,265,0,261,454,2,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,64,0,0,3,1,2,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,13,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,19,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,4,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,1,1,2,38,0,73,53,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,1,1,2,36,0,65,71,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,1,1,1,93,0,226,239,1,2,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,3,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,15,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,1,1,30,92,0,11,2,2,2,1,2,1
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,10,1,1,1,1,1
1,0.0,0.0,1.0,1,1,116,142,0,298,157,3,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,8,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,8,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,1,1,33,301,0,18,15,2,3,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,8,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,2,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,95,173,1,641,616,2,3,1,3,3
1,0.0,0.0,1.0,0,1,3,27,0,7,40,1,2,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,0,1,1,1,0,0,18,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,1,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,1,1,1,31,0,75,80,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,1,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,1,1,1,33,0,77,72,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,3,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,3,10,0,7,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,8,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,1,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,1,1,324,367,1,11,12,3,3,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,1,1,16,63,0,23,28,2,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,8,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,0.0,1,1,0,0,0,1,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,5,39,0,1,15,1,2,1,1,2
1,0.0,0.0,1.0,1,1,9,70,0,194,234,1,2,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,15,1,1,1,1,2
1,0.0,0.0,1.0,1,1,0,2,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,8,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,47,58,0,2,14,2,2,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,10,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,38,1,1,1,1,2
1,0.0,0.0,1.0,1,1,224,309,2,98,87,3,3,1,2,2
1,0.0,0.0,1.0,1,1,1,81,0,203,175,1,2,1,3,3
1,0.0,0.0,1.0,1,1,1,13,0,24,26,1,2,1,2,2
1,0.0,0.0,1.0,1,1,328,714,0,4,10,3,3,1,1,1
1,0.0,0.0,1.0,0,1,5,456,0,45,261,1,3,1,2,3
1,0.0,0.0,1.0,0,1,0,0,0,0,21,1,1,1,1,2
1,0.0,0.0,1.0,1,1,0,7,0,1,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,3,0,10,35,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,26,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,0,178,438,0,56,92,3,3,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,0.0,1,1,25,12,1,126,67,2,2,1,3,2
1,0.0,0.0,1.0,0,1,0,2,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,69,28,1,0,40,2,2,1,1,2
1,0.0,0.0,1.0,1,1,64,51,0,77,74,2,2,1,2,2
1,0.0,0.0,1.0,1,1,0,12,0,1,2,1,2,1,1,1
1,0.0,0.0,1.0,0,1,135,5000,0,13,220,3,4,1,2,3
1,0.0,0.0,0.0,1,1,212,184,2,130,100,3,3,1,3,2
1,0.0,0.0,1.0,1,1,54,65,1,6,52,2,2,1,1,2
1,0.0,0.0,1.0,1,1,50,83,1,94,76,2,2,1,2,2
1,0.0,0.0,1.0,1,1,6,9,0,25,76,1,1,1,2,2
1,0.0,0.0,1.0,1,1,60,5,1,9,86,2,1,1,1,2
1,0.0,0.0,1.0,1,0,26,82,0,114,76,2,2,1,3,2
1,0.0,0.0,1.0,1,1,7,64,0,15,28,1,2,1,2,2
1,0.0,0.0,0.0,1,1,6,10,0,14,24,1,1,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,27,1,1,1,1,2
1,0.0,0.0,0.0,1,1,7,87,0,15,57,1,2,1,2,2
1,0.0,0.0,1.0,0,1,5,23,0,1,22,1,2,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,21,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,18,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,50,1,1,1,1,2
1,0.0,0.0,1.0,1,1,0,1,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,58,25,0,63,91,2,2,1,2,2
1,0.0,0.0,1.0,0,1,1,0,0,0,88,1,1,1,1,2
1,0.0,0.0,1.0,1,1,6,38,0,108,150,1,2,1,3,3
1,0.0,0.0,1.0,1,1,8,519,0,182,369,1,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,35,1,1,1,1,2
1,0.0,0.0,1.0,0,1,1,0,0,0,84,1,1,1,1,2
1,0.0,0.0,1.0,1,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,10,0,15,14,1,1,1,2,2
1,0.0,0.0,1.0,1,1,205,264,4,98,126,3,3,1,2,3
1,0.0,0.0,1.0,1,1,115,183,2,64,128,3,3,1,2,3
1,0.0,0.0,1.0,1,1,2,41,0,0,59,1,2,1,1,2
1,0.0,0.0,1.0,1,1,61,140,1,63,51,2,3,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,4,297,0,49,49,1,3,1,2,2
1,0.0,0.0,1.0,1,1,180,260,1,112,43,3,3,1,3,2
1,0.0,0.0,1.0,1,1,5,35,0,2,19,1,2,1,1,2
1,0.0,0.0,1.0,0,1,3,2,0,22,44,1,1,1,2,2
1,0.0,0.0,1.0,1,1,146,172,2,630,175,3,3,1,3,3
1,0.0,0.0,1.0,1,1,9,69,0,2,16,1,2,1,1,2
1,0.0,0.0,1.0,1,1,5,55,0,193,34,1,2,1,3,2
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,1,1,3,20,0,42,28,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,1,25,0,47,43,1,2,1,2,2
1,0.0,0.0,1.0,1,1,7,431,0,1,8,1,3,1,1,1
1,0.0,0.0,1.0,0,1,0,3,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,1,1,12,79,0,13,10,2,2,1,2,1
1,0.0,0.0,1.0,0,1,22,103,0,61,26,2,3,1,2,2
1,0.0,0.0,1.0,1,1,810,1061,2,59,140,3,4,1,2,3
1,0.0,0.0,1.0,0,1,0,0,0,0,29,1,1,1,1,2
1,0.0,1.0,1.0,1,1,1,6,0,52,93,1,1,1,2,2
1,0.0,0.0,1.0,1,1,156,200,2,109,166,3,3,1,3,3
1,0.0,1.0,1.0,1,1,259,447,0,1119,248,3,3,1,4,3
1,0.0,0.0,1.0,1,1,120,149,0,271,148,3,3,1,3,3
1,0.0,0.0,1.0,0,1,0,21,0,0,31,1,2,1,1,2
1,0.0,0.0,1.0,1,1,23,36,0,126,177,2,2,1,3,3
1,0.0,0.0,0.0,1,1,12,14,0,507,100,2,2,1,3,2
1,0.0,0.0,1.0,0,1,0,0,0,2,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,116,136,1,229,192,3,3,1,3,3
1,0.0,0.0,1.0,1,1,14,68,0,35,57,2,2,1,2,2
1,0.0,0.0,1.0,0,1,0,1,0,0,8,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,8,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,1,1,210,219,0,147,223,3,3,1,3,3
1,0.0,0.0,1.0,1,1,0,4,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,18,0,18,8,1,2,1,2,1
1,0.0,0.0,1.0,1,1,2,17,0,3,5,1,2,1,1,1
1,0.0,0.0,1.0,1,1,161,131,1,1775,400,3,3,1,4,3
1,0.0,0.0,1.0,1,1,0,144,0,307,67,1,3,1,3,2
1,0.0,0.0,1.0,1,1,0,14,0,0,2,1,2,1,1,1
1,0.0,0.0,1.0,1,1,78,74,2,52,59,2,2,1,2,2
1,0.0,0.0,1.0,1,1,6,517,0,78,30,1,3,1,2,2
1,0.0,0.0,1.0,1,1,17,44,0,3,3,2,2,1,1,1
1,0.0,0.0,1.0,1,1,65,766,0,550,49,2,3,1,3,2
1,0.0,0.0,1.0,1,1,70,348,0,57,26,2,3,1,2,2
1,0.0,0.0,1.0,1,1,596,607,2,274,420,3,3,1,3,3
1,0.0,0.0,1.0,0,1,4,46,0,0,2,1,2,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,31,1,1,1,1,2
1,0.0,0.0,1.0,1,1,0,0,0,35,10,1,1,1,2,1
1,0.0,0.0,1.0,1,1,0,6,0,16,17,1,1,1,2,2
1,0.0,0.0,1.0,1,1,12,80,0,11,11,2,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,13,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,49,1,1,1,1,2
1,0.0,0.0,1.0,1,1,8,26,0,25,61,1,2,1,2,2
1,0.0,0.0,1.0,1,1,90,305,1,173,72,2,3,1,3,2
1,0.0,0.0,1.0,1,1,131,100,1,46,1167,3,2,1,2,4
1,0.0,0.0,1.0,0,1,0,0,0,0,11,1,1,1,1,2
1,0.0,1.0,1.0,1,1,133,13,0,718,320,3,2,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,1,1,2,173,0,274,252,1,3,1,3,3
1,0.0,0.0,1.0,1,1,31,109,0,326,132,2,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,149,1,1,1,1,3
1,0.0,0.0,1.0,1,1,1,60,0,106,54,1,2,1,3,2
1,0.0,0.0,1.0,1,1,5,86,0,3,4,1,2,1,1,1
1,0.0,0.0,1.0,0,1,88,681,1,1227,102,2,3,1,4,3
1,0.0,0.0,1.0,1,1,11,43,0,427,123,2,2,1,3,3
1,0.0,0.0,1.0,1,1,105,287,0,228,239,3,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,10,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,26,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,12,1,1,1,1,2
1,0.0,0.0,1.0,0,1,3,789,0,137,269,1,3,1,3,3
1,0.0,0.0,1.0,1,1,0,0,0,0,86,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,1,0,24,1,1,1,1,2
1,0.0,0.0,1.0,0,1,42,32,0,226,104,2,2,1,3,3
1,0.0,0.0,1.0,1,1,9,693,0,0,2,1,3,1,1,1
1,0.0,0.0,1.0,1,1,18,129,0,565,373,2,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,9,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,46,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,66,0,12,16,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,664,0,166,405,1,3,1,3,3
1,0.0,0.0,1.0,1,1,2,19,0,38,39,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,16,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,118,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,1,0,0,31,1,1,1,1,2
1,0.0,0.0,1.0,1,1,18,68,0,18,10,2,2,1,2,1
1,0.0,0.0,0.0,1,1,17,50,1,2,36,2,2,1,1,2
1,0.0,0.0,1.0,1,1,0,3,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,120,1,1,1,1,3
1,0.0,0.0,1.0,1,1,5,17,0,27,29,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,112,1,1,1,1,3
1,0.0,0.0,1.0,1,1,4,19,0,34,44,1,2,1,2,2
1,0.0,0.0,1.0,0,1,1,0,0,0,111,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,1,1,20,275,0,8,7,2,3,1,1,1
1,0.0,0.0,1.0,0,1,0,258,2,37,116,1,3,1,2,3
1,0.0,0.0,1.0,1,1,1,8,0,9,11,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,29,1,1,1,1,2
1,0.0,0.0,1.0,1,1,2,1,0,1,22,1,1,1,1,2
1,0.0,0.0,1.0,1,1,3,7,0,11,18,1,1,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,36,1,1,1,1,2
1,0.0,0.0,1.0,1,1,6,112,0,13,2,1,3,1,2,1
1,0.0,0.0,1.0,0,1,10,872,0,250,508,1,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,84,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,1,1,21,84,0,185,53,2,2,1,3,2
1,0.0,0.0,1.0,1,1,0,46,0,3,5,1,2,1,1,1
1,0.0,0.0,1.0,0,1,2,0,0,0,93,1,1,1,1,2
1,0.0,0.0,1.0,1,1,23,149,0,60,57,2,3,1,2,2
1,0.0,0.0,1.0,1,1,2,12,0,22,26,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,1,0,108,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,1,0,0,0,104,1,1,1,1,3
1,0.0,0.0,1.0,1,1,1,11,0,5,6,1,2,1,1,1
1,0.0,0.0,1.0,1,1,9,23,0,0,15,1,2,1,1,2
1,0.0,0.0,1.0,1,1,201,1391,0,12,35,3,4,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,1,1,2,23,0,35,42,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,1,1,199,441,0,20,11,3,3,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,100,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,21,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,187,1,1,1,1,3
1,0.0,0.0,1.0,1,1,4,19,0,29,43,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,25,1,1,1,1,2
1,0.0,0.0,1.0,1,1,6,8,0,16,12,1,1,1,2,2
1,0.0,0.0,0.0,1,1,107,544,0,960,968,3,3,1,3,3
1,0.0,0.0,1.0,0,1,1,0,0,0,144,1,1,1,1,3
1,0.0,0.0,1.0,0,1,1,41,0,6,21,1,2,1,1,2
1,0.0,0.0,1.0,0,1,3,0,0,0,146,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,138,1,1,1,1,3
1,0.0,0.0,1.0,0,1,4,0,0,0,174,1,1,1,1,3
1,0.0,0.0,1.0,0,1,1,0,0,0,89,1,1,1,1,2
1,0.0,0.0,1.0,1,1,47,50,0,144,482,2,2,1,3,3
1,0.0,0.0,1.0,1,1,0,9,0,12,11,1,1,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,38,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,134,1,1,1,1,3
1,0.0,0.0,1.0,1,1,36,307,0,13,55,2,3,1,2,2
1,0.0,0.0,1.0,1,1,35,75,0,150,294,2,2,1,3,3
1,0.0,0.0,1.0,0,1,1,0,0,0,168,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,13,85,0,4,22,2,2,1,1,2
1,0.0,0.0,1.0,1,1,4,137,0,208,187,1,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,18,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,37,0,18,32,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,20,1,1,1,1,2
1,0.0,0.0,1.0,1,1,43,175,0,41,69,2,3,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,72,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,10,1,1,1,1,1
1,0.0,0.0,0.0,1,1,64,631,0,774,712,2,3,1,3,3
1,0.0,0.0,1.0,0,1,1,0,0,0,171,1,1,1,1,3
1,0.0,0.0,1.0,0,1,2,0,0,0,146,1,1,1,1,3
1,0.0,0.0,1.0,1,1,5,159,0,1,31,1,3,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,27,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,3,8,0,5,195,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,57,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,9,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,1,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,186,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,78,1,1,1,1,2
1,0.0,0.0,1.0,0,1,3,37,0,14,22,1,2,1,2,2
1,0.0,0.0,1.0,0,1,1,0,0,0,143,1,1,1,1,3
1,0.0,0.0,0.0,1,1,7,488,0,351,482,1,3,1,3,3
1,0.0,0.0,1.0,0,1,1,0,0,0,48,1,1,1,1,2
1,0.0,0.0,1.0,0,1,1,0,0,0,144,1,1,1,1,3
