bot,verified,geo_enabled,default_profile,has_description,len_en,followers,friends,listed_count,likes,tweets,cat_followers,cat_friends,cat_listed_count,cat_likes,cat_tweets
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,14,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,9,1,1,1,1,1
1,0.0,0.0,0.0,1,1,83,360,1,176,61,2,3,1,3,2
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,12,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,0,1,6,464,0,150,447,1,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,16,1,1,1,1,2
1,0.0,0.0,1.0,1,1,0,2,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,11,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,13,1,1,1,1,2
1,0.0,0.0,1.0,1,1,15,30,0,138,146,2,2,1,3,3
1,0.0,0.0,1.0,0,1,0,3,0,0,9,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,2,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,95,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,8,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,1,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,2,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,1,1,24,0,0,0,38,2,1,1,1,2
1,0.0,0.0,1.0,1,1,51,245,1,523,121,2,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,4,5,0,6,8,1,1,1,1,1
1,0.0,0.0,1.0,1,1,75,118,1,74,126,2,3,1,2,3
1,0.0,0.0,1.0,0,1,0,0,0,0,8,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,16,0,39,36,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,14,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,5,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,1,1,140,584,0,1274,560,3,3,1,4,3
1,0.0,0.0,1.0,1,1,4,55,0,0,26,1,2,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,2,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,2,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,1,1,27,16,1,13,21,2,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,8,1,1,1,1,1
1,0.0,0.0,1.0,1,1,1,1,0,1,7,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,8,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,82,0,0,36,1,2,1,1,2
1,0.0,0.0,1.0,1,1,961,1866,0,861,920,3,4,1,3,3
1,0.0,0.0,1.0,1,1,18,20,1,2,2,2,2,1,1,1
1,0.0,0.0,1.0,0,1,0,1,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,2,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,15,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,1,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,12,1,1,1,1,2
1,0.0,0.0,1.0,1,1,288,312,2,140,120,3,3,1,3,3
1,0.0,0.0,1.0,1,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,4,361,0,65,95,1,3,1,2,2
1,0.0,0.0,1.0,1,1,12,423,0,63,8,2,3,1,2,1
1,0.0,0.0,1.0,1,1,46,202,2,15,34,2,3,1,2,2
1,0.0,0.0,1.0,1,1,0,2,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,19,1,1,1,1,2
1,0.0,0.0,0.0,1,1,3,49,0,8,22,1,2,1,1,2
1,0.0,0.0,1.0,0,1,3,241,0,48,59,1,3,1,2,2
1,0.0,0.0,1.0,1,1,13,42,0,21,23,2,2,1,2,2
1,0.0,0.0,1.0,1,1,0,24,0,47,56,1,2,1,2,2
1,0.0,0.0,0.0,1,1,7,145,0,0,63,1,3,1,1,2
1,0.0,0.0,1.0,0,1,0,34,0,3,7,1,2,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,0.0,1,1,186,193,0,25,116,3,3,1,2,3
1,0.0,0.0,1.0,1,1,2,9,0,2,4,1,1,1,1,1
1,0.0,0.0,1.0,1,1,108,158,0,39,11,3,3,1,2,2
1,0.0,0.0,1.0,1,1,25,116,1,36,64,2,3,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,57,1,1,1,1,2
1,0.0,0.0,1.0,0,1,7,119,0,325,134,1,3,1,3,3
1,0.0,0.0,1.0,0,1,0,2,0,1,7,1,1,1,1,1
1,0.0,0.0,1.0,1,1,21,109,0,18,55,2,3,1,2,2
1,0.0,0.0,1.0,0,1,0,3,0,0,1,1,1,1,1,1
1,0.0,0.0,0.0,1,1,150,137,1,285,102,3,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,32,1,1,1,1,2
1,0.0,0.0,0.0,1,1,137,62,1,180,219,3,2,1,3,3
1,0.0,0.0,1.0,1,1,27,35,2,55,29,2,2,1,2,2
1,0.0,0.0,1.0,1,1,0,6,0,12,18,1,1,1,2,2
1,0.0,0.0,1.0,1,1,807,2295,2,545,456,3,4,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,31,1,1,1,1,2
1,0.0,0.0,1.0,1,1,0,13,0,38,35,1,2,1,2,2
1,0.0,0.0,1.0,0,1,9,576,0,84,177,1,3,1,2,3
1,0.0,0.0,1.0,1,1,106,220,2,243,201,3,3,1,3,3
1,0.0,0.0,1.0,1,1,140,1439,0,32,73,3,4,1,2,2
1,0.0,0.0,1.0,1,1,1,13,0,44,40,1,2,1,2,2
1,0.0,0.0,1.0,1,1,26,49,1,85,71,2,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,9,1,1,1,1,1
1,0.0,0.0,1.0,1,1,170,62,1,45,111,3,2,1,2,3
1,0.0,0.0,1.0,1,1,75,200,0,0,72,2,3,1,1,2
1,0.0,0.0,1.0,1,1,77,22,0,91,68,2,2,1,2,2
1,0.0,0.0,1.0,1,1,0,0,0,0,45,1,1,1,1,2
1,0.0,0.0,1.0,1,1,4,25,0,13,5,1,2,1,2,1
1,0.0,0.0,0.0,1,1,2,25,0,59,30,1,2,1,2,2
1,0.0,0.0,1.0,1,1,20,126,0,0,493,2,3,1,1,3
1,0.0,0.0,1.0,1,1,169,72,0,247,186,3,2,1,3,3
1,0.0,0.0,1.0,1,1,4,47,0,10,9,1,2,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,1,15,0,21,26,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,11,1,1,1,1,2
1,0.0,0.0,1.0,1,1,27,251,0,42,88,2,3,1,2,2
1,0.0,0.0,1.0,1,1,0,0,0,29,20,1,1,1,2,2
1,0.0,0.0,1.0,1,1,43,139,0,587,431,2,3,1,3,3
1,0.0,0.0,1.0,1,1,0,24,0,11,7,1,2,1,2,1
1,0.0,0.0,1.0,1,1,0,0,0,0,20,1,1,1,1,2
1,0.0,0.0,1.0,1,1,72,161,0,448,666,2,3,1,3,3
1,0.0,0.0,1.0,1,1,98,1298,0,8,21,2,4,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,24,1,1,1,1,2
1,0.0,0.0,1.0,1,1,328,296,0,311,129,3,3,1,3,3
1,0.0,0.0,1.0,1,1,11,96,0,157,50,2,2,1,3,2
1,0.0,0.0,1.0,0,1,13,161,0,2,4,2,3,1,1,1
1,0.0,0.0,1.0,0,1,1,0,0,0,41,1,1,1,1,2
1,0.0,0.0,1.0,1,1,0,9,0,2,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,38,1,1,1,1,2
1,0.0,0.0,0.0,1,1,31,117,0,91,195,2,3,1,2,3
1,0.0,0.0,1.0,0,1,1,120,0,66,126,1,3,1,2,3
1,0.0,0.0,1.0,1,1,7,39,0,4,34,1,2,1,1,2
1,0.0,0.0,1.0,1,1,270,467,2,32,158,3,3,1,2,3
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,76,33,0,8,69,2,2,1,1,2
1,0.0,0.0,1.0,0,1,0,9,0,3,9,1,1,1,1,1
1,0.0,0.0,1.0,1,1,39,61,0,4,15,2,2,1,1,2
1,0.0,0.0,1.0,1,1,1,10,0,8,12,1,1,1,1,2
1,0.0,0.0,1.0,0,1,1,1,0,0,8,1,1,1,1,1
1,0.0,0.0,0.0,1,1,1,24,0,5,23,1,2,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,25,1,1,1,1,2
1,0.0,0.0,1.0,0,0,0,8,0,9,10,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,20,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,37,1,1,1,1,2
1,0.0,0.0,1.0,0,1,1,0,0,0,32,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,21,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,27,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,9,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,17,1,1,1,1,2
1,0.0,0.0,1.0,1,1,19,117,0,428,152,2,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,118,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,2,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,2,50,0,69,27,1,2,1,2,2
1,0.0,0.0,1.0,1,1,29,1218,0,237,535,2,4,1,3,3
1,0.0,0.0,1.0,1,1,1,48,0,80,63,1,2,1,2,2
1,0.0,0.0,1.0,1,0,46,347,0,174,330,2,3,1,3,3
1,0.0,0.0,1.0,1,1,28,116,0,755,236,2,3,1,3,3
1,0.0,0.0,1.0,1,1,2,58,0,110,111,1,2,1,3,3
1,0.0,0.0,1.0,1,1,2,200,0,298,305,1,3,1,3,3
1,0.0,0.0,1.0,1,1,2,174,0,279,246,1,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,26,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,4,0,1,1,1,1,1,1,1
1,0.0,0.0,0.0,1,1,5,2,0,20,101,1,1,1,2,3
1,0.0,0.0,1.0,1,1,0,3,0,14,3,1,1,1,2,1
1,0.0,0.0,1.0,0,1,0,10,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,15,1,1,1,1,2
1,0.0,0.0,1.0,1,1,0,12,0,5,5,1,2,1,1,1
1,0.0,0.0,1.0,1,1,33,115,0,549,307,2,3,1,3,3
1,0.0,0.0,1.0,0,1,4,129,0,108,162,1,3,1,3,3
1,0.0,0.0,1.0,1,1,0,77,0,2,1,1,2,1,1,1
1,0.0,0.0,1.0,1,1,37,45,0,87,16,2,2,1,2,2
1,0.0,0.0,0.0,1,1,4,16,0,6,18,1,2,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,240,0,72,110,1,3,1,2,3
1,0.0,0.0,1.0,0,1,0,533,0,46,126,1,3,1,2,3
1,0.0,0.0,1.0,1,1,276,574,1,546,480,3,3,1,3,3
1,0.0,0.0,1.0,0,1,1,0,0,0,672,1,1,1,1,3
1,0.0,0.0,0.0,1,1,3,40,0,5,7,1,2,1,1,1
1,0.0,0.0,1.0,1,1,23,32,0,18,35,2,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,2,0,0,0,68,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,105,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,130,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,105,1,1,1,1,3
1,0.0,0.0,1.0,1,1,6,156,0,3,11,1,3,1,1,2
1,0.0,0.0,1.0,0,1,1,0,0,0,64,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,11,1,1,1,1,2
1,0.0,0.0,1.0,1,1,0,33,0,0,78,1,2,1,1,2
1,0.0,0.0,1.0,0,1,0,1,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,1,1,28,396,0,878,477,2,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,72,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,3,12,0,23,29,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,137,1,1,1,1,3
1,0.0,0.0,1.0,1,1,8,20,0,53,47,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,24,1,1,1,1,2
1,0.0,0.0,1.0,0,1,1,0,0,0,114,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,2,0,1,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,111,1,1,1,1,3
1,0.0,0.0,1.0,0,1,2,165,0,0,14,1,3,1,1,2
1,0.0,0.0,1.0,0,1,1,0,0,0,94,1,1,1,1,2
1,0.0,0.0,1.0,0,1,1,0,0,0,128,1,1,1,1,3
1,0.0,0.0,0.0,1,1,16,22,0,1,82,2,2,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,90,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,92,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,18,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,14,1,1,1,1,2
1,0.0,1.0,1.0,1,1,50,319,0,233,223,2,3,1,3,3
1,0.0,0.0,1.0,1,1,0,27,0,0,1,1,2,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,2,0,3,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,1,230,0,9,82,1,3,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,125,1,1,1,1,3
1,0.0,0.0,1.0,0,1,1,0,0,0,128,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,27,1,1,1,1,2
1,0.0,0.0,1.0,1,1,1,13,0,5,5,1,2,1,1,1
1,0.0,0.0,1.0,0,1,1,1,1,0,187,1,1,1,1,3
1,0.0,0.0,1.0,0,1,1,12,0,5,8,1,2,1,1,1
1,0.0,0.0,1.0,1,1,0,19,0,27,30,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,12,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,48,1,1,1,1,2
1,0.0,0.0,1.0,1,1,154,218,0,353,188,3,3,1,3,3
1,0.0,0.0,1.0,0,1,1,0,0,0,161,1,1,1,1,3
1,0.0,0.0,1.0,0,1,4,34,0,3,7,1,2,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,2,0,0,0,146,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,23,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,145,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,121,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,9,1,1,1,1,1
1,0.0,0.0,1.0,1,1,32,113,0,37,50,2,3,1,2,2
1,0.0,0.0,1.0,1,1,18,60,0,2,3,2,2,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,39,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,25,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,1,0,0,0,111,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,1,0,0,0,143,1,1,1,1,3
1,0.0,0.0,1.0,1,1,1,16,0,20,18,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,76,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,137,1,1,1,1,3
1,0.0,0.0,1.0,1,1,75,293,0,136,181,2,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,29,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,87,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,127,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,51,1,1,1,1,2
1,0.0,0.0,1.0,0,1,1,1,0,0,159,1,1,1,1,3
1,0.0,0.0,1.0,0,1,1,0,0,0,101,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,13,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,9,1,1,1,1,1
1,0.0,0.0,1.0,0,1,1,0,0,0,127,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,12,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,40,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,68,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,31,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,25,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,43,1,1,1,1,2
1,0.0,0.0,1.0,0,1,1,0,0,0,95,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,10,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,18,1,1,1,1,2
1,0.0,0.0,1.0,1,1,0,0,0,0,69,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,10,1,1,1,1,1
1,0.0,0.0,1.0,1,1,43,876,0,40,97,2,3,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,170,1,1,1,1,3
1,0.0,0.0,1.0,1,1,0,0,0,0,7,1,1,1,1,1
1,0.0,0.0,1.0,0,1,1,0,0,0,175,1,1,1,1,3
1,0.0,0.0,1.0,0,1,1,0,0,0,147,1,1,1,1,3
1,0.0,0.0,1.0,1,1,2,52,0,21,37,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,49,1,1,1,1,2
1,0.0,0.0,1.0,0,1,2,0,0,0,110,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,1,0,0,16,1,1,1,1,2
1,0.0,0.0,1.0,0,1,2,0,0,0,125,1,1,1,1,3
1,0.0,0.0,1.0,0,1,1,0,0,0,47,1,1,1,1,2
1,0.0,0.0,1.0,1,1,74,338,0,17,20,2,3,1,2,2
1,0.0,0.0,1.0,1,1,0,1,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,12,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,35,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,1,1,1,1,1,1
1,0.0,0.0,1.0,1,1,0,0,0,0,13,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,1,0,0,0,140,1,1,1,1,3
1,0.0,0.0,1.0,0,1,1,0,0,0,87,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,9,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,54,1,1,1,1,2
1,0.0,0.0,1.0,1,1,58,44,1,16,26,2,2,1,2,2
1,0.0,0.0,1.0,1,1,0,0,0,0,70,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,40,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,5,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,1,0,0,0,103,1,1,1,1,3
1,0.0,0.0,1.0,1,1,4,79,0,1,19,1,2,1,1,2
1,0.0,0.0,1.0,0,1,8,559,0,119,120,1,3,1,3,3
1,0.0,0.0,1.0,0,1,1,0,0,0,65,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,69,1,1,1,1,2
1,0.0,0.0,1.0,0,1,3,17,0,80,13,1,2,1,2,2
1,0.0,0.0,1.0,1,1,29,331,0,22,23,2,3,1,2,2
1,0.0,0.0,1.0,1,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,2,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
1,0.0,0.0,1.0,1,1,8,100,0,114,201,1,2,1,3,3
1,0.0,0.0,1.0,1,1,1,19,0,41,67,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,4,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,37,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,10,1,1,1,1,1
1,0.0,0.0,1.0,1,0,64,584,0,499,833,2,3,1,3,3
1,0.0,0.0,1.0,0,1,0,0,0,0,15,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,44,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,9,0,7,6,1,1,1,1,1
1,0.0,0.0,1.0,0,1,4,0,0,0,174,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,26,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,46,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,98,0,55,99,1,2,1,2,2
1,0.0,0.0,1.0,0,1,3,4,0,0,207,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,38,1,1,1,1,2
1,0.0,0.0,1.0,1,1,2,31,0,294,28,1,2,1,3,2
1,0.0,0.0,1.0,0,1,0,0,0,0,23,1,1,1,1,2
1,0.0,0.0,1.0,1,1,0,5,0,1,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,26,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,38,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,12,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,23,0,1,10,1,2,1,1,1
1,0.0,0.0,1.0,1,1,9,12,0,63,14,1,2,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,40,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,62,1,1,1,1,2
1,0.0,0.0,1.0,0,1,2,0,0,0,172,1,1,1,1,3
1,0.0,0.0,1.0,0,1,0,0,0,0,61,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,32,1,1,1,1,2
1,0.0,0.0,1.0,1,1,0,0,0,0,32,1,1,1,1,2
1,0.0,0.0,1.0,0,1,1,2,0,1,1,1,1,1,1,1
1,0.0,0.0,1.0,0,1,0,0,0,0,19,1,1,1,1,2
1,0.0,0.0,1.0,0,1,0,0,0,0,11,1,1,1,1,2
1,0.0,0.0,1.0,1,1,2,29,0,0,8,1,2,1,1,1
1,0.0,0.0,0.0,1,1,0,26,0,2,6,1,2,1,1,1
1,0.0,0.0,1.0,0,1,1,1,0,0,188,1,1,1,1,3
1,0.0,0.0,1.0,0,1,5,163,0,11,57,1,3,1,2,2
1,0.0,0.0,1.0,0,1,0,0,0,0,3,1,1,1,1,1
